epoch,loss,timestamp
1,7.794440196110652,2026-06-25T14:27:20.435979
2,7.7939437719491815,2026-06-25T14:27:20.709463
3,7.790920734405518,2026-06-25T14:27:20.980907
4,7.791358177478497,2026-06-25T14:27:21.248515
5,7.782296144045317,2026-06-25T14:27:21.513556
6,7.7876081833472615,2026-06-25T14:27:21.780624
7,7.779895195594201,2026-06-25T14:27:22.040632
8,7.7761472555307245,2026-06-25T14:27:22.301145
9,7.765680056351882,2026-06-25T14:27:22.565785
10,7.764543093167818,2026-06-25T14:27:22.834624
11,7.755867297832783,2026-06-25T14:27:23.125959
12,7.74800733419565,2026-06-25T14:27:23.390077
13,7.736453643211951,2026-06-25T14:27:23.663974
14,7.708760114816519,2026-06-25T14:27:23.938330
15,7.699181116544283,2026-06-25T14:27:24.212018
16,7.68504942380465,2026-06-25T14:27:24.479265
17,7.6782833979679985,2026-06-25T14:27:24.742669
18,7.666536808013916,2026-06-25T14:27:25.005369
19,7.657195898202749,2026-06-25T14:27:25.265919
20,7.656104748065655,2026-06-25T14:27:25.527332
21,7.653800707596999,2026-06-25T14:27:25.803061
22,7.648288139930139,2026-06-25T14:27:26.062964
23,7.649090143350454,2026-06-25T14:27:26.328819
24,7.6436165662912225,2026-06-25T14:27:26.603821
25,7.646541265340952,2026-06-25T14:27:26.867397
26,7.648763766655555,2026-06-25T14:27:27.129847
27,7.645535102257361,2026-06-25T14:27:27.398956
28,7.6427384523245,2026-06-25T14:27:27.664420
29,7.645704049330491,2026-06-25T14:27:27.927984
30,7.644613816187932,2026-06-25T14:27:28.189425
31,7.64677854684683,2026-06-25T14:27:28.474637
32,7.644655301020696,2026-06-25T14:27:28.735830
33,7.6457000879141,2026-06-25T14:27:28.997499
34,7.64234839952909,2026-06-25T14:27:29.255716
35,7.6440731928898735,2026-06-25T14:27:29.515571
36,7.644253033858079,2026-06-25T14:27:29.777182
37,7.6443807161771336,2026-06-25T14:27:30.039136
38,7.645066701448881,2026-06-25T14:27:30.297522
39,7.642944519336407,2026-06-25T14:27:30.555782
40,7.641977126781757,2026-06-25T14:27:30.815968
41,7.646800664755014,2026-06-25T14:27:31.090874
42,7.64284009199876,2026-06-25T14:27:31.349747
43,7.643658821399395,2026-06-25T14:27:31.613541
44,7.644491048959585,2026-06-25T14:27:31.881854
45,7.645193393413837,2026-06-25T14:27:32.146504
46,7.642376642960769,2026-06-25T14:27:32.408416
47,7.64278089083158,2026-06-25T14:27:32.667999
48,7.643198086665227,2026-06-25T14:27:32.928701
49,7.643971699934739,2026-06-25T14:27:33.187941
50,7.642549294691819,2026-06-25T14:27:33.450873
51,7.645716923933763,2026-06-25T14:27:33.730462
52,7.641094831319956,2026-06-25T14:27:33.999141
53,7.64192273066594,2026-06-25T14:27:34.271715
54,7.6401034868680515,2026-06-25T14:27:34.540560
55,7.645216831794152,2026-06-25T14:27:34.807052
56,7.639152123377873,2026-06-25T14:27:35.074212
57,7.644820103278527,2026-06-25T14:27:35.343205
58,7.642299211942232,2026-06-25T14:27:35.804947
59,7.6397732221163235,2026-06-25T14:27:36.089867
60,7.641807446113,2026-06-25T14:27:36.364022
61,7.643751804645245,2026-06-25T14:27:36.642950
62,7.6435546875,2026-06-25T14:27:36.903348
63,7.63900716488178,2026-06-25T14:27:37.160638
64,7.6405181884765625,2026-06-25T14:27:37.419785
65,7.63968929877648,2026-06-25T14:27:37.678359
66,7.639311973865215,2026-06-25T14:27:37.935694
67,7.643486426426814,2026-06-25T14:27:38.192481
68,7.639799374800462,2026-06-25T14:27:38.448808
69,7.641490312723013,2026-06-25T14:27:38.704504
70,7.638396960038405,2026-06-25T14:27:38.961729
71,7.640637654524583,2026-06-25T14:27:39.237182
72,7.642190896547758,2026-06-25T14:27:39.495267
73,7.639070620903602,2026-06-25T14:27:39.758486
74,7.640652106358455,2026-06-25T14:27:40.019602
75,7.64063651745136,2026-06-25T14:27:40.280319
76,7.640961316915659,2026-06-25T14:27:40.539942
77,7.640148639678955,2026-06-25T14:27:40.829168
78,7.638426267183744,2026-06-25T14:27:41.086402
79,7.639361968407264,2026-06-25T14:27:41.343241
80,7.639432907104492,2026-06-25T14:27:41.604065
81,7.64006442290086,2026-06-25T14:27:41.878023
82,7.6424970626831055,2026-06-25T14:27:42.135551
83,7.640539792867807,2026-06-25T14:27:42.392176
84,7.639523066007174,2026-06-25T14:27:42.650375
85,7.638477948995737,2026-06-25T14:27:42.908492
86,7.639826004321758,2026-06-25T14:27:43.166413
87,7.64314787204449,2026-06-25T14:27:43.423779
88,7.6411422582773065,2026-06-25T14:27:43.682002
