run_name,split,record_name,model,epochs_registered,training_metrics_csv,training_summary_json,train_samples,test_samples,final_train_loss,best_train_loss,training_time_minutes,ternas_evaluated,meets_min_30_ternas,fad_vggish,fad_pann,clap_score_mean,clap_score_std,compliance_rate_clap_gt_025,compliance_percent_clap_gt_025,kld,kad,source_set_csv,source_clip_csv,command
mi_entrenamiento_200ep,train,mi_entrenamiento_200ep__train,SimpleTransformer,200,/Users/homer/Downloads/hybrid_engine/results/mi_entrenamiento_200ep/training_metrics.csv,/Users/homer/Downloads/hybrid_engine/results/mi_entrenamiento_200ep/summary.json,100,100,0.196227,0.196227,0.890654,,,,,,,,,,,,,python train_colab.py --epochs 200 --batch-size 8 --save-every 10 --checkpoint-dir results/mi_entrenamiento_200ep/checkpoints --results-dir results/mi_entrenamiento_200ep
mi_entrenamiento_200ep,test,mi_entrenamiento_200ep__test__MusicGen-medium,MusicGen-medium,200,/Users/homer/Downloads/hybrid_engine/results/mi_entrenamiento_200ep/training_metrics.csv,/Users/homer/Downloads/hybrid_engine/results/mi_entrenamiento_200ep/summary.json,100,100,0.196227,0.196227,0.890654,100,yes,1.420000,1.235400,0.317838,0.050439,0.940000,94.000000,0.180000,0.021000,/Users/homer/Downloads/hybrid_engine/results/set_level_metrics.csv,/Users/homer/Downloads/hybrid_engine/results/clip_level_metrics.csv,python scripts/export_proposed_metrics_report.py --run-name mi_entrenamiento_200ep --training-csv results/mi_entrenamiento_200ep/training_metrics.csv --out results/proposed_metrics_report.csv
mi_entrenamiento_200ep,test,mi_entrenamiento_200ep__test__MusicGen-small,MusicGen-small,200,/Users/homer/Downloads/hybrid_engine/results/mi_entrenamiento_200ep/training_metrics.csv,/Users/homer/Downloads/hybrid_engine/results/mi_entrenamiento_200ep/summary.json,100,100,0.196227,0.196227,0.890654,100,yes,1.950000,1.696500,0.273162,0.065014,0.680000,68.000000,0.270000,0.034000,/Users/homer/Downloads/hybrid_engine/results/set_level_metrics.csv,/Users/homer/Downloads/hybrid_engine/results/clip_level_metrics.csv,python scripts/export_proposed_metrics_report.py --run-name mi_entrenamiento_200ep --training-csv results/mi_entrenamiento_200ep/training_metrics.csv --out results/proposed_metrics_report.csv
mi_entrenamiento_200ep,test,mi_entrenamiento_200ep__test__AudioLDM2,AudioLDM2,200,/Users/homer/Downloads/hybrid_engine/results/mi_entrenamiento_200ep/training_metrics.csv,/Users/homer/Downloads/hybrid_engine/results/mi_entrenamiento_200ep/summary.json,100,100,0.196227,0.196227,0.890654,100,yes,2.710000,2.357700,0.220631,0.067620,0.310000,31.000000,0.410000,0.052000,/Users/homer/Downloads/hybrid_engine/results/set_level_metrics.csv,/Users/homer/Downloads/hybrid_engine/results/clip_level_metrics.csv,python scripts/export_proposed_metrics_report.py --run-name mi_entrenamiento_200ep --training-csv results/mi_entrenamiento_200ep/training_metrics.csv --out results/proposed_metrics_report.csv
mi_entrenamiento_200ep,test,mi_entrenamiento_200ep__test__Stable-Audio-Open,Stable-Audio-Open,200,/Users/homer/Downloads/hybrid_engine/results/mi_entrenamiento_200ep/training_metrics.csv,/Users/homer/Downloads/hybrid_engine/results/mi_entrenamiento_200ep/summary.json,100,100,0.196227,0.196227,0.890654,100,yes,3.150000,2.740500,0.210165,0.059986,0.220000,22.000000,0.520000,0.061000,/Users/homer/Downloads/hybrid_engine/results/set_level_metrics.csv,/Users/homer/Downloads/hybrid_engine/results/clip_level_metrics.csv,python scripts/export_proposed_metrics_report.py --run-name mi_entrenamiento_200ep --training-csv results/mi_entrenamiento_200ep/training_metrics.csv --out results/proposed_metrics_report.csv
